5.767576063986618691e-04,6.275963075916459605e-04,7.553642453638611870e-04,1.055818431950896526e-03,2.025171935112214314e-03,5.709066651874099285e-02,2.025171937125658413e-03,1.055818432752996883e-03,7.553642438944794960e-04,6.275963107191339209e-04,5.767576066216215406e-04
4.924055436819156899e-04,5.358089735167717842e-04,6.448905706485052970e-04,9.014026746183219667e-04,1.728986105592942657e-03,4.874103154331563964e-02,1.728986107311903568e-03,9.014026753031162019e-04,6.448905693940041282e-04,5.358089761868296439e-04,4.924055438722622349e-04
4.732120861210920102e-04,5.149236952620354739e-04,6.197534048347614309e-04,8.662669329464662595e-04,1.661592019830074795e-03,4.684115666903294201e-02,1.661592021481798909e-03,8.662669336046851815e-04,6.197534036290994501e-04,5.149236978280706404e-04,4.732120863039547412e-04
5.034494111451626175e-04,5.478263103745804842e-04,6.593544329706773396e-04,9.216196924751357588e-04,1.767764493937495733e-03,4.983421479295536971e-02,1.767764495694894647e-03,9.216196931753649129e-04,6.593544316880771200e-04,5.478263131045868093e-04,5.034494113396869187e-04
5.863151193455981959e-04,6.379962741784336953e-04,7.678814683265098315e-04,1.073314513876752257e-03,2.058731279236822309e-03,5.803672215519070643e-02,2.058731281283427816e-03,1.073314514692238174e-03,7.678814668327147265e-04,6.379962773577345933e-04,5.863151195721601292e-04
7.415376071281536445e-04,8.069009563305004021e-04,9.711722720308468143e-04,1.357466403398343690e-03,2.603764794994808864e-03,7.340150484360917493e-02,2.603764797583211880e-03,1.357466404429632026e-03,9.711722701416395992e-04,8.069009603515295715e-04,7.415376074147866665e-04
1.131108328535189098e-03,1.230810660491155843e-03,1.481382784604677507e-03,2.070618590117386578e-03,3.971666462839860620e-03,1.119633753669869169e-01,3.971666466787975892e-03,2.070618591690396530e-03,1.481382781722944460e-03,1.230810666624695049e-03,1.131108328972427234e-03
2.537678730596866668e-03,2.761364190965780608e-03,3.323530991264109311e-03,4.645500897446279073e-03,8.910564314229565269e-03,2.511935144554869326e-01,8.910564323087370384e-03,4.645500900975433473e-03,3.323530984798830478e-03,2.761364204726511444e-03,2.537678731577695367e-03
7.371094569629525750e-03,8.020824837827018883e-03,9.653728403965354532e-03,1.349360185964936301e-02,2.588216208657046977e-02,7.296318198219958751e-01,2.588216211229954836e-02,1.349360186990053619e-02,9.653728385186048297e-03,8.020824877797530159e-03,7.371094572478473390e-03
1.446239194822254021e-03,1.573718956620630575e-03,1.894101379666032368e-03,2.647500409119405134e-03,5.078187086429149927e-03,1.431567761949220641e-01,5.078187091477468461e-03,2.647500411130704247e-03,1.894101375981387548e-03,1.573718964463026145e-03,1.446239195381235484e-03
8.119920330185711544e-04,8.835656366949115300e-04,1.063444577857137986e-03,1.486441003199736504e-03,2.851151781199766887e-03,8.037547465113101253e-02,2.851151784034098614e-03,1.486441004328966026e-03,1.063444575788447498e-03,8.835656410980344700e-04,8.119920333324284929e-04
