1.181898307971031292e-02,7.630369660471712605e-03,1.570423506119104223e-02,2.153160137481998151e-02,1.745209109555993787e-02,1.823937660928814236e-02,3.292313227744656651e-02,4.443466340717748542e-02,8.039618751870221403e-02,9.827402653509051400e-02,1.527211744278422594e-02
1.906247631247764626e-02,1.119071317124166812e-02,2.182023104780066863e-02,2.342944329864053016e-02,1.930130079856534620e-02,2.022279072830268989e-02,3.659725445613894179e-02,4.992653962727310740e-02,6.124015651174406077e-02,7.967436958867613050e-02,3.440948295838962279e-02
3.072531155242022236e-02,4.248818064948652051e-02,1.677289972125201589e-01,5.946881343875606851e-02,2.687937819970473777e-02,2.041009919781787418e-02,3.348204126882905335e-02,1.818101213929108201e-02,1.160483926913086217e-02,3.903096766496797626e-02,4.425681985754883335e-02
3.429816055426523208e-02,3.826467499263369598e-02,1.062607103963026656e-01,2.237686236599979381e-02,9.301717008653934485e-03,1.399565172840199455e-02,2.493311871139602953e-02,3.806083535577108740e-02,1.223633572807712455e-01,1.489429754361502600e-01,5.334321143050489017e-02
8.836625647403298367e-03,1.303438538739172710e-02,5.189624932908733224e-02,1.698581569634189520e-02,6.184757001320266741e-03,2.741302176525811478e-03,2.139422192427159475e-02,2.544783227814522222e-02,6.875091190444847233e-02,1.109282076024240837e-01,2.474663610642200556e-02
4.153228506113119251e-02,5.945645599106900298e-02,2.346666302414806282e-01,8.044155591966839491e-02,3.325797598081298850e-02,1.895207330466746123e-02,1.586816587768136860e-02,1.073062090666720980e-02,6.753109220603571716e-02,1.478423879985043057e-02,6.042568639629893046e-02
2.468929682395297476e-02,1.960207591139583386e-02,1.589087937597864070e-02,1.593534931953155889e-02,1.753490303797890226e-02,2.149329295761333303e-02,3.652842449707408706e-02,9.288105396385255841e-02,9.266429665492172119e-02,2.625397753047117866e-02,5.976826068199185549e-02
2.149148444379023540e-02,2.218003084245817255e-02,6.143869938706995187e-02,1.715556339167991287e-02,9.266061568570281917e-03,1.030289710378075145e-02,3.205397871286327915e-02,2.063556635203462122e-02,7.172686860290364286e-02,2.822632719401962920e-02,3.562754074668732923e-02
4.307101033930222506e-02,5.652664324728872564e-02,2.167089284780962244e-01,7.362829914986006308e-02,3.092104860353892676e-02,2.104055509851896280e-02,3.270274101052489391e-02,5.281090427129476322e-02,1.589556214002925960e-01,9.017981678190574446e-02,6.170896728308825074e-02
1.482213185600863778e-02,1.627842403297435209e-02,5.011674018025891880e-02,1.607086994506999600e-02,8.597334278287334028e-03,9.485404487172435437e-03,2.707883082905696015e-02,2.712835448788251252e-02,5.228416494446185697e-02,8.373687248741994160e-02,2.879041452019275027e-02
4.594853720638608988e-03,5.078207170570301320e-03,2.814354727304625714e-02,1.855958853771032258e-02,1.343317400249224337e-02,1.465782769941903138e-02,3.689540576874489330e-02,5.631494739587912524e-02,4.829974169934956457e-02,8.738687036937343999e-02,2.857807179352541468e-03
