0.000000000000000000e+00,8.908435929590382329e+01
1.666666666666666567e+08,5.250885449796962945e+01
3.333333333333333135e+08,2.736336417921203079e+01
5.000000000000000000e+08,1.708756940115469192e+01
6.666666666666666269e+08,1.589614669974068129e+01
8.333333333333332539e+08,5.289097817775112453e+00
1.000000000000000000e+09,1.202156070029370127e+01
1.166666666666666508e+09,8.356052883495040717e+00
1.333333333333333254e+09,8.158568975655917654e+00
1.500000000000000000e+09,9.015220830642778793e+00
