0.000000000000000000e+00,8.908435929590382329e+01
1.666666666666666567e+08,4.919233929180429499e+01
3.333333333333333135e+08,3.688162426007112060e+01
5.000000000000000000e+08,1.146195339399733371e+01
6.666666666666666269e+08,1.032706996565148572e+01
8.333333333333332539e+08,1.266831726447528084e+01
1.000000000000000000e+09,1.961865116661676112e+01
1.166666666666666508e+09,5.636447633655206069e+00
1.333333333333333254e+09,8.584241985166878308e+00
1.500000000000000000e+09,6.352980826917804080e+00
