0.000000000000000000e+00,8.908435929590382329e+01
1.666666666666666567e+08,5.112745819959070559e+01
3.333333333333333135e+08,2.834584199062432219e+01
5.000000000000000000e+08,2.618643193422191828e+01
6.666666666666666269e+08,1.196028661604371912e+01
8.333333333333332539e+08,1.083185930491567284e+01
1.000000000000000000e+09,1.080745456632539359e+01
1.166666666666666508e+09,9.145536481726324496e+00
1.333333333333333254e+09,8.348084677601731229e+00
1.500000000000000000e+09,1.226153723951800112e+00
