0.000000000000000000e+00,8.908435929590382329e+01
1.666666666666666567e+08,5.744178244550472101e+01
3.333333333333333135e+08,2.748091282023139925e+01
5.000000000000000000e+08,2.051234537264351943e+01
6.666666666666666269e+08,1.700455969176804194e+00
8.333333333333332539e+08,6.038731150222934829e+00
1.000000000000000000e+09,1.856717833489124914e+01
1.166666666666666508e+09,1.952794455985668520e+01
1.333333333333333254e+09,1.353457963714705770e+01
1.500000000000000000e+09,1.712980397364649576e+01
