1.678520859108460122e-03,3.855913349264527765e-03,9.603326277146474743e-03,5.963848415134707925e-02,2.498023374714706396e-02,1.313365417320200290e-02,1.053539852966707893e-02,9.325448415865560808e-03,9.687912341860064475e-03,1.271653508741404232e-02,2.474013631381281192e-02,6.008992882541848435e-02,9.855920626865202760e-03,4.060520939857388718e-03,1.801115243622641643e-03
1.636075755317233744e-03,3.642631524508351589e-03,9.325395027607890144e-03,5.930160572196308683e-02,2.542874998807932371e-02,1.379502829437128340e-02,1.184744374067032285e-02,3.701034133666010473e-02,8.358994715935482572e-03,1.203068996691468093e-02,2.426669164259038364e-02,6.049292426118197535e-02,1.019546281019013609e-02,4.368355003728605947e-03,2.055488647582825318e-03
1.563322166667202411e-03,3.079396138343854904e-03,8.610121437855054391e-03,5.845282882066952374e-02,2.653890771206493179e-02,1.541274825776193895e-02,1.502257583637420582e-02,1.030332199249833908e-01,5.199753427225175910e-03,1.041303065085163321e-02,2.316210188831779176e-02,6.141708761272055006e-02,1.095878781596715777e-02,5.036555157216099365e-03,2.585681947639444610e-03
5.895032455679976961e-03,3.751468634024946250e-03,2.662911345702924197e-03,5.085192793918154319e-02,3.618526105022315531e-02,2.939947608900857212e-02,4.234097441626470670e-02,6.707167507207218993e-01,2.211990910512362865e-02,3.854966798606131347e-03,1.387827487943579102e-02,6.910304940264447304e-02,1.740419197501292051e-02,1.080687301772584145e-02,7.887779173262068899e-03
4.170520881115882122e-03,6.779626473319902771e-03,1.287880562852279469e-02,6.349647951670504831e-02,2.024320989760637970e-02,6.292550554808515155e-03,3.359053278033317155e-03,2.725833760054212629e-01,2.309153459594515470e-02,1.950074911852148554e-02,2.933912893186001528e-02,5.648273287789007391e-02,6.988560406780829071e-03,2.282225742639814800e-03,2.546852593857951153e-03
3.016752938490724519e-03,5.427765488192122338e-03,1.133265593338413611e-02,6.165612020148781430e-02,2.256008541145037086e-02,9.681747545091297716e-03,4.305975609248356706e-03,1.393938271390935124e-01,1.651015542555279991e-02,1.611673211827834365e-02,2.701532605540325760e-02,5.834683000269980796e-02,8.483851285136727316e-03,3.123572893138634038e-03,1.955602855637183796e-03
2.775755864322443020e-03,5.077975144506105196e-03,1.090603049075646210e-02,6.111391773434544233e-02,2.321448910626816575e-02,1.066880686586208285e-02,6.215192779165018555e-03,1.067001141963035554e-01,1.465222269600636659e-02,1.513215898788903765e-02,2.632005165959527826e-02,5.887884284059584361e-02,8.950030885052341623e-03,3.493614536255385504e-03,2.016512822683883509e-03
1.674168047298934398e-02,4.074277702253864542e-02,1.014485616850962085e-01,6.265374748888637990e-01,2.605520159788132228e-01,1.355579888592653437e-01,1.062715039629008734e-01,2.034684589782266850e-01,1.068977993298000084e-01,1.358609591395357752e-01,2.607064278484600983e-01,6.261095414079256294e-01,1.012366176142693169e-01,4.057254012087609107e-02,1.663318939148436884e-02
2.800185187772225893e-03,4.908933060041235745e-03,1.061027159868222977e-02,6.059548455027424785e-02,2.371766390309498415e-02,1.156024754342652346e-02,8.362726088921575845e-03,1.038975096295643163e-01,1.333420558024746121e-02,1.429385174122667010e-02,2.564435163546789631e-02,5.929064669056870879e-02,9.439424695222332906e-03,3.982619608793941217e-03,2.373238322234025224e-03
3.072879155064062867e-03,5.027006447301197480e-03,1.061479533434727882e-02,6.039797159780849189e-02,2.384073253573918902e-02,1.196843858115878047e-02,9.827750106202950628e-03,1.340097462652302951e-01,1.344867902161372974e-02,1.409018986796510726e-02,2.536078856773700541e-02,5.941445334775660725e-02,9.721606351941506144e-03,4.345343489446334799e-03,2.779947759154491500e-03
4.283926308344929851e-03,5.869060644297217737e-03,1.107717106309906614e-02,6.018450585076472875e-02,2.401205071260294893e-02,1.330795446146294629e-02,1.507798773948411039e-02,2.650002384913794362e-01,1.674095122738613120e-02,1.455802276046821823e-02,2.498803691583968353e-02,5.963383770853992322e-02,1.056526018244269109e-02,5.524503359297309839e-03,4.158890895740468933e-03
5.632980363637448383e-03,7.022829575308729005e-03,1.177583140512086270e-02,6.160008195246308160e-02,2.803859822630418511e-02,2.093179327255223834e-02,3.354951160078006867e-02,6.800345008045375339e-01,3.559482498650835824e-02,2.303696168834458088e-02,3.016866225332544282e-02,5.985797067973767233e-02,1.037441219499874411e-02,6.200991364024672700e-03,5.368214996233170236e-03
1.371601803333198210e-03,3.978931995440164980e-03,9.887063481258773906e-03,6.022054778435524669e-02,2.465220259707515474e-02,1.264020981989492573e-02,1.021516205217257341e-02,1.135908211750836921e-01,1.295625551662934853e-02,1.419668969600657721e-02,2.578439836203852420e-02,5.953611096896151839e-02,9.183845913768631450e-03,3.330189768317170628e-03,7.790850922274436714e-04
1.560711943431614731e-03,3.988597509994522283e-03,9.836602113007424444e-03,6.001053812407577265e-02,2.461024339467337771e-02,1.255437532539774477e-02,9.460866791757786137e-03,4.824263040454530860e-02,1.134471030705935801e-02,1.354770414547265718e-02,2.533727669271106792e-02,5.967055377429535123e-02,9.427857912339725893e-03,3.617764355953345234e-03,1.294246674099562826e-03
1.657258647537799201e-03,3.954498096701375941e-03,9.750664258562346046e-03,5.984121345196811992e-02,2.473747853266224442e-02,1.276350333028893752e-02,9.803341771361545956e-03,1.915079558496579279e-02,1.053779658993799460e-02,1.315419278725696479e-02,2.505012346646480481e-02,5.984415926873346697e-02,9.629020861640741683e-03,3.838217188079352544e-03,1.580387294364340783e-03
