1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
0.01674,0.01674,0.01674,0.01674,0.01674,0.01674,0.01674,0.01674,0.01674,0.01674,0.01674
-0.99944,-0.99944,-0.99944,-0.99944,-0.99944,-0.99944,-0.99944,-0.99944,-0.99944,-0.99944,-0.99944
-0.05020,-0.05020,-0.05020,-0.05020,-0.05020,-0.05020,-0.05020,-0.05020,-0.05020,-0.05020,-0.05020
0.99776,0.99776,0.99776,0.99776,0.99776,0.99776,0.99776,0.99776,0.99776,0.99776,0.99776
0.08361,0.08361,0.08361,0.08361,0.08361,0.08361,0.08361,0.08361,0.08361,0.08361,0.08361
-0.99496,-0.99496,-0.99496,-0.99496,-0.99496,-0.99496,-0.99496,-0.99496,-0.99496,-0.99496,-0.99496
-0.11692,-0.11692,-0.11692,-0.11692,-0.11692,-0.11692,-0.11692,-0.11692,-0.11692,-0.11692,-0.11692
0.99104,0.99104,0.99104,0.99104,0.99104,0.99104,0.99104,0.99104,0.99104,0.99104,0.99104
0.15010,0.15010,0.15010,0.15010,0.15010,0.15010,0.15010,0.15010,0.15010,0.15010,0.15010
-0.98602,-0.98602,-0.98602,-0.98602,-0.98602,-0.98602,-0.98602,-0.98602,-0.98602,-0.98602,-0.98602
